CAD Net,X1 (in),Y1 (in),X2 (in),Y2 (in),Width (in),Layer,Xarc (in),Yarc (in),Radius (in)
NetU6_30,31.605352,17.790148,31.60602,17.790816,0.009842,"Top Layer",,,
NetC35_1,31.466928,17.63287,31.466928,17.937442,0.009842,"Top Layer",,,
NetC35_1,31.423971,17.980399,31.466928,17.937442,0.009842,"Top Layer",,,
NetC35_1,31.321496,17.980399,31.423971,17.980399,0.009842,"Top Layer",,,
NetC35_1,31.568375,17.594598,31.568375,17.876393,0.009842,"Top Layer",,,
NetC35_1,31.466928,17.63287,31.505201,17.594598,0.009842,"Top Layer",,,
NetC35_1,31.505201,17.594598,31.568375,17.594598,0.009842,"Top Layer",,,
12V,31.321632,18.070815,31.523625,18.070815,0.023622,"Top Layer",,,
12V,31.52376,18.070679,31.713067,18.070679,0.023622,"Top Layer",,,
12V,31.713067,18.070679,31.746156,18.03759,0.023622,"Top Layer",,,
12V,31.746156,17.980399,31.746156,18.03759,0.023622,"Top Layer",,,
12V,31.744187,17.882913,31.746156,17.884881,0.023622,"Top Layer",,,
12V,31.746156,17.884881,31.746156,17.980399,0.023622,"Top Layer",,,
12V,31.321496,18.070951,31.321632,18.070815,0.023622,"Top Layer",,,
12V,31.523625,18.070815,31.52376,18.070679,0.023622,"Top Layer",,,
12V,31.744187,17.791484,31.744187,17.882913,0.023622,"Top Layer",,,
NetQ1_1,31.885798,17.739207,31.917641,17.771051,0.009842,"Top Layer",,,
NetQ1_1,31.829394,17.739207,31.885798,17.739207,0.009842,"Top Layer",,,
NetQ1_1,31.828846,17.739755,31.829394,17.739207,0.009842,"Top Layer",,,
NetQ1_1,31.744735,17.739755,31.828846,17.739755,0.009842,"Top Layer",,,
NetQ1_1,31.744187,17.740303,31.744735,17.739755,0.009842,"Top Layer",,,
NetQ1_1,31.74059,17.678633,31.74059,17.73735,0.009842,"Top Layer",,,
NetQ1_1,31.74059,17.73735,31.743542,17.740303,0.009842,"Top Layer",,,
NetQ1_1,31.743542,17.740303,31.744187,17.740303,0.009842,"Top Layer",,,
SENSOR-5V,31.904197,17.701805,31.904491,17.702099,0.019685,"Top Layer",,,
SENSOR-5V,32.111142,17.702099,32.111435,17.702392,0.019685,"Top Layer",,,
NetQ1_1,31.917641,17.771051,31.917641,17.826414,0.009842,"Top Layer",,,
NetC35_1,31.829885,17.59851,31.829885,17.663913,0.009842,"Top Layer",,,
NetC35_1,31.829394,17.664404,31.829885,17.663913,0.009842,"Top Layer",,,
NetC35_1,31.572287,17.59851,31.829885,17.59851,0.009842,"Top Layer",,,
NetC35_1,31.568375,17.594598,31.572287,17.59851,0.009842,"Top Layer",,,
NetR11_2,31.673661,17.678633,31.673661,17.73735,0.009842,"Top Layer",,,
NetR11_2,31.670708,17.740303,31.673661,17.73735,0.009842,"Top Layer",,,
NetR11_2,31.669384,17.740303,31.670708,17.740303,0.009842,"Top Layer",,,
NetR11_2,31.603074,17.742581,31.605352,17.740303,0.009842,"Top Layer",,,
NetR11_2,31.605352,17.740303,31.669384,17.740303,0.009842,"Top Layer",,,
NetC35_1,31.568375,17.876393,31.574896,17.882913,0.009842,"Top Layer",,,
NetC36_1,31.401009,17.484903,31.401009,17.583759,0.009842,"Top Layer",,,
NetC36_1,31.399084,17.594598,31.399252,17.59443,0.009842,"Top Layer",,,
NetC36_1,31.399252,17.59443,31.399252,17.886895,0.009842,"Top Layer",,,
NetC36_1,31.399252,17.585517,31.399252,17.59443,0.009842,"Top Layer",,,
NetC36_1,31.399252,17.585517,31.401009,17.583759,0.009842,"Top Layer",,,
NetC36_1,31.224868,17.592187,31.396673,17.592187,0.009842,"Top Layer",,,
NetC36_1,31.396673,17.592187,31.399084,17.594598,0.009842,"Top Layer",,,
NetC36_1,31.321496,17.889848,31.396299,17.889848,0.009842,"Top Layer",,,
NetC36_1,31.396299,17.889848,31.399252,17.886895,0.009842,"Top Layer",,,
NetC35_1,31.073464,17.980399,31.321496,17.980399,0.015748,"Top Layer",,,
Relay4,30.000272,15.529286,30.000272,16.249715,0.019685,"Top Layer",,,
Relay4,30.044184,16.293627,30.091123,16.293627,0.019685,"Top Layer",,,
Relay4,30.000272,16.249715,30.044184,16.293627,0.019685,"Top Layer",,,
Relay5,29.923966,15.908636,29.964061,15.94873,0.019685,"Top Layer",,,
Relay5,29.964061,16.29223,30.016442,16.344612,0.019685,"Top Layer",,,
Relay5,29.964061,15.94873,29.964061,16.29223,0.019685,"Top Layer",,,
Relay4,29.952425,15.481439,30.000272,15.529286,0.019685,"Top Layer",,,
Relay4,30.091123,16.293627,30.092107,16.294612,0.019685,"Top Layer",,,
Relay5,29.65256,16.203911,29.790853,16.203911,0.019685,"Top Layer",,,
Relay5,29.879133,15.908636,29.879133,16.115631,0.019685,"Top Layer",,,
Relay5,29.790853,16.203911,29.879133,16.115631,0.019685,"Top Layer",,,
Relay5,29.879133,15.908636,29.923966,15.908636,0.019685,"Top Layer",,,
Relay1,29.650592,17.52773,29.793577,17.52773,0.019685,"Top Layer",,,
Relay1,29.923966,16.60197,30.031324,16.494612,0.019685,"Top Layer",,,
Relay4,29.879133,15.481439,29.952425,15.481439,0.019685,"Top Layer",,,
Relay4,29.758131,15.768872,29.879133,15.647869,0.019685,"Top Layer",,,
Relay4,29.879133,15.481439,29.879133,15.647869,0.019685,"Top Layer",,,
Relay4,29.653544,15.768872,29.758131,15.768872,0.019685,"Top Layer",,,
Relay2,29.879133,16.795991,29.879133,16.937888,0.019685,"Top Layer",,,
Relay2,29.732285,17.084737,29.879133,16.937888,0.019685,"Top Layer",,,
Relay2,29.65256,17.089738,29.657561,17.084737,0.019685,"Top Layer",,,
Relay2,29.657561,17.084737,29.732285,17.084737,0.019685,"Top Layer",,,
Relay3,29.654,16.645311,29.704386,16.645311,0.019685,"Top Layer",,,
Relay3,29.879133,16.345882,29.879133,16.470564,0.019685,"Top Layer",,,
Relay3,29.704386,16.645311,29.879133,16.470564,0.019685,"Top Layer",,,
Relay3,29.653544,16.644856,29.654,16.645311,0.019685,"Top Layer",,,
Relay2,29.97541,16.444612,30.092107,16.444612,0.019685,"Top Layer",,,
Relay2,29.879133,16.540888,29.879133,16.795991,0.019685,"Top Layer",,,
Relay2,29.879133,16.540888,29.97541,16.444612,0.019685,"Top Layer",,,
Relay3,29.91903,16.345882,29.96776,16.394612,0.019685,"Top Layer",,,
Relay3,29.879133,16.345882,29.91903,16.345882,0.019685,"Top Layer",,,
Relay3,29.96776,16.394612,30.092107,16.394612,0.019685,"Top Layer",,,
24V,29.758692,15.473596,29.766535,15.481439,0.023622,"Top Layer",,,
24V,29.653544,15.473596,29.758692,15.473596,0.023622,"Top Layer",,,
24V,29.65256,15.908636,29.766535,15.908636,0.023622,"Top Layer",,,
24V,29.762837,16.34958,29.766535,16.345882,0.023622,"Top Layer",,,
24V,29.653544,16.34958,29.762837,16.34958,0.023622,"Top Layer",,,
24V,29.765006,16.794462,29.766535,16.795991,0.023622,"Top Layer",,,
24V,29.65256,16.794462,29.765006,16.794462,0.023622,"Top Layer",,,
Relay1,30.031324,16.494612,30.092107,16.494612,0.019685,"Top Layer",,,
Relay5,30.016442,16.344612,30.092107,16.344612,0.019685,"Top Layer",,,
NRST,30.720896,16.400014,30.721559,16.400014,0.009842,"Top Layer",,,
NRST,30.721559,16.400014,30.758195,16.43665,0.009842,"Top Layer",,,
NRST,30.758195,16.43665,30.758858,16.43665,0.009842,"Top Layer",,,
SENSOR2,32.392087,16.431929,32.417677,16.431929,0.009842,"Top Layer",,,
SENSOR1,32.392087,16.663267,32.417677,16.663267,0.009842,"Top Layer",,,
SENSOR2,32.164022,16.527039,32.39378,16.527039,0.009842,"Top Layer",,,
SENSOR1,32.158824,16.546896,32.367748,16.546896,0.009842,"Top Layer",,,
SENSOR3,32.264134,16.431929,32.289725,16.431929,0.009842,"Top Layer",,,
SENSOR3,32.170447,16.508409,32.252783,16.508409,0.009842,"Top Layer",,,
SENSOR3,32.252783,16.508409,32.289725,16.471467,0.009842,"Top Layer",,,
SENSOR3,32.289725,16.431929,32.289725,16.471467,0.009842,"Top Layer",,,
SENSOR0,32.236726,16.567047,32.289725,16.620046,0.009842,"Top Layer",,,
SENSOR0,32.148429,16.567047,32.236726,16.567047,0.009842,"Top Layer",,,
SENSOR0,32.289725,16.620046,32.289725,16.663267,0.009842,"Top Layer",,,
SENSOR0,32.264134,16.663267,32.289725,16.663267,0.009842,"Top Layer",,,
SENSOR3,32.160713,16.366111,32.160713,16.498675,0.009842,"Top Layer",,,
SENSOR3,32.160713,16.498675,32.170447,16.508409,0.009842,"Top Layer",,,
SENSOR3,32.083953,16.289351,32.160713,16.366111,0.009842,"Top Layer",,,
SENSOR3,32.083953,16.252134,32.083953,16.289351,0.009842,"Top Layer",,,
SENSOR3,32.019906,16.188087,32.083953,16.252134,0.009842,"Top Layer",,,
SENSOR3,31.963465,16.188087,32.019906,16.188087,0.009842,"Top Layer",,,
SENSOR2,32.142996,16.37345,32.142996,16.506013,0.009842,"Top Layer",,,
SENSOR2,32.142996,16.506013,32.164022,16.527039,0.009842,"Top Layer",,,
SENSOR2,32.066236,16.29669,32.142996,16.37345,0.009842,"Top Layer",,,
SENSOR2,32.066236,16.259472,32.066236,16.29669,0.009842,"Top Layer",,,
SENSOR2,32.014536,16.207772,32.066236,16.259472,0.009842,"Top Layer",,,
SENSOR2,31.963465,16.207772,32.014536,16.207772,0.009842,"Top Layer",,,
SENSOR1,32.123298,16.51137,32.158824,16.546896,0.009842,"Top Layer",,,
SENSOR1,32.123298,16.378806,32.123298,16.51137,0.009842,"Top Layer",,,
SENSOR1,32.050689,16.306197,32.123298,16.378806,0.009842,"Top Layer",,,
SENSOR1,31.963465,16.306197,32.050689,16.306197,0.009842,"Top Layer",,,
SENSOR0,32.105581,16.524199,32.148429,16.567047,0.009842,"Top Layer",,,
SENSOR0,32.105581,16.386145,32.105581,16.524199,0.009842,"Top Layer",,,
SENSOR0,32.045319,16.325882,32.105581,16.386145,0.009842,"Top Layer",,,
SENSOR0,31.963465,16.325882,32.045319,16.325882,0.009842,"Top Layer",,,
5VFB,32.400945,17.463937,32.426536,17.463937,0.009842,"Top Layer",,,
PRESSURE-OUT,32.279396,17.563077,32.298583,17.54389,0.009842,"Top Layer",,,
PRESSURE-OUT,32.298583,17.463937,32.298583,17.54389,0.009842,"Top Layer",,,
PRESSURE-OUT,32.154678,17.563077,32.279396,17.563077,0.009842,"Top Layer",,,
SENSOR8,32.280675,17.620386,32.298583,17.638294,0.009842,"Top Layer",,,
SENSOR8,32.132193,17.620386,32.280675,17.620386,0.009842,"Top Layer",,,
SENSOR8,32.298583,17.638294,32.298583,17.695275,0.009842,"Top Layer",,,
SENSOR9,32.135371,17.59851,32.404029,17.59851,0.009842,"Top Layer",,,
PRESSURE-OUT,32.272992,17.463937,32.298583,17.463937,0.009842,"Top Layer",,,
SENSOR8,32.272992,17.695275,32.298583,17.695275,0.009842,"Top Layer",,,
PRESSURE-OUT,32.09178,17.500179,32.154678,17.563077,0.009842,"Top Layer",,,
PRESSURE-OUT,32.09178,17.154293,32.09178,17.500179,0.009842,"Top Layer",,,
PRESSURE-OUT,32.015597,17.07811,32.09178,17.154293,0.009842,"Top Layer",,,
PRESSURE-OUT,31.960512,17.07811,32.015597,17.07811,0.009842,"Top Layer",,,
5VFB,32.070004,17.508087,32.14271,17.580793,0.009842,"Top Layer",,,
5VFB,32.070004,17.157572,32.070004,17.508087,0.009842,"Top Layer",,,
5VFB,32.010227,17.097795,32.070004,17.157572,0.009842,"Top Layer",,,
5VFB,31.960512,17.097795,32.010227,17.097795,0.009842,"Top Layer",,,
SENSOR9,32.052287,17.515426,32.135371,17.59851,0.009842,"Top Layer",,,
SENSOR9,32.052287,17.238826,32.052287,17.515426,0.009842,"Top Layer",,,
SENSOR9,32.009681,17.19622,32.052287,17.238826,0.009842,"Top Layer",,,
SENSOR9,31.960512,17.19622,32.009681,17.19622,0.009842,"Top Layer",,,
SENSOR8,32.034571,17.522764,32.132193,17.620386,0.009842,"Top Layer",,,
SENSOR8,32.034571,17.246165,32.034571,17.522764,0.009842,"Top Layer",,,
SENSOR8,32.004311,17.215905,32.034571,17.246165,0.009842,"Top Layer",,,
SENSOR8,31.960512,17.215905,32.004311,17.215905,0.009842,"Top Layer",,,
AUX4-OUT,32.561378,16.94374,32.586969,16.94374,0.009842,"Top Layer",,,
AUX1-OUT,32.561378,17.175078,32.586969,17.175078,0.009842,"Top Layer",,,
AUX4-OUT,32.586969,16.94374,32.586969,16.985748,0.009842,"Top Layer",,,
AUX4-OUT,31.960512,16.822204,32.08274,16.822204,0.009842,"Top Layer",,,
AUX3-OUT,32.074996,16.841889,32.286531,17.053425,0.009842,"Top Layer",,,
AUX3-OUT,31.960512,16.841889,32.074996,16.841889,0.009842,"Top Layer",,,
AUX2-OUT,32.148366,16.940315,32.281558,17.073506,0.009842,"Top Layer",,,
AUX2-OUT,31.960512,16.940315,32.148366,16.940315,0.009842,"Top Layer",,,
SENSOR6,31.963465,15.951866,32.05669,15.951866,0.009842,"Top Layer",,,
SENSOR7,31.963465,15.932181,32.062059,15.932181,0.009842,"Top Layer",,,
DRIVE4,30.952002,16.227457,30.971446,16.2469,0.007874,"Top Layer",,,
DRIVE4,30.971446,16.2469,30.971446,16.246901,0.007874,"Top Layer",,,
DRIVE4,30.915041,16.227457,30.952002,16.227457,0.007874,"Top Layer",,,
DRIVE5,31.013204,16.288659,31.013204,16.288659,0.007874,"Top Layer",,,
DRIVE5,30.975295,16.309981,30.991882,16.309981,0.007874,"Top Layer",,,
DRIVE5,30.991882,16.309981,31.013204,16.288659,0.007874,"Top Layer",,,
VDD,30.556706,16.458535,30.609541,16.51137,0.01,"Top Layer",,,
VDD,30.556351,16.458535,30.556706,16.458535,0.01,"Top Layer",,,
VDD,30.638349,16.373582,30.638349,16.373754,0.01,"Top Layer",,,
VDD,30.767066,16.251312,30.818332,16.302578,0.01,"Top Layer",,,
VDD,30.818332,16.302578,30.832252,16.288659,0.01,"Top Layer",,,
NetR6_1,30.351055,16.769387,30.395913,16.724529,0.01,"Top Layer",,,
NetR6_1,30.351055,16.769387,30.351055,16.769387,0.01,"Top Layer",,,
NetR6_1,30.351055,16.769387,30.427104,16.845436,0.01,"Top Layer",,,
NetR6_1,30.427104,16.845436,30.539944,16.845436,0.01,"Top Layer",,,
NetR6_1,30.62346,16.761919,30.62346,16.761919,0.01,"Top Layer",,,
NetR6_1,30.539944,16.845436,30.62346,16.761919,0.01,"Top Layer",,,
NetR6_1,30.395913,16.724529,30.398437,16.724529,0.01,"Top Layer",,,
VDD,30.445763,16.677203,30.493823,16.725263,0.01,"Top Layer",,,
VDD,30.493823,16.725263,30.493823,16.726321,0.01,"Top Layer",,,
VDD,30.539944,16.678403,30.539944,16.67955,0.01,"Top Layer",,,
VDD,30.517653,16.70184,30.539944,16.67955,0.01,"Top Layer",,,
VDD,30.517653,16.70184,30.517653,16.70249,0.01,"Top Layer",,,
VDD,30.493823,16.726321,30.517653,16.70249,0.01,"Top Layer",,,
VDD,30.971446,17.012469,31.020145,17.061168,0.01,"Top Layer",,,
GPIO3,30.540965,16.901114,30.631147,16.810932,0.01,"Top Layer",,,
GPIO4,30.536808,16.877431,30.617227,16.797012,0.01,"Top Layer",,,
GPIO4,30.617227,16.795991,30.617227,16.797012,0.01,"Top Layer",,,
GPIO4,30.617227,16.795991,30.63738,16.775839,0.01,"Top Layer",,,
GPIO3,30.631147,16.809911,30.631147,16.810932,0.01,"Top Layer",,,
GPIO3,30.631147,16.809911,30.651299,16.789758,0.01,"Top Layer",,,
GPIO1,30.629544,16.89503,30.693057,16.831517,0.01,"Top Layer",,,
SDADC18,31.505499,15.991236,31.665197,15.991236,0.01,"Top Layer",,,
SDADC17,31.51703,15.951866,31.665197,15.951866,0.01,"Top Layer",,,
SDADC12,31.393727,16.186524,31.456618,16.186524,0.01,"Top Layer",,,
SDADC12,31.456618,16.186524,31.477865,16.207772,0.01,"Top Layer",,,
SDADC13,31.401881,16.206209,31.44668,16.206209,0.01,"Top Layer",,,
SDADC13,31.44668,16.206209,31.487613,16.247142,0.01,"Top Layer",,,
SDADC14,31.509292,16.325882,31.665197,16.325882,0.01,"Top Layer",,,
SDADC15,31.523385,16.365252,31.665197,16.365252,0.01,"Top Layer",,,
SDADC12,31.477865,16.207772,31.665197,16.207772,0.01,"Top Layer",,,
SDADC13,31.487613,16.247142,31.665197,16.247142,0.01,"Top Layer",,,
SDADC17,31.096721,16.372175,31.51703,15.951866,0.01,"Top Layer",,,
SDADC18,31.11064,16.386095,31.505499,15.991236,0.01,"Top Layer",,,
SDADC19,31.12456,16.400014,31.37742,16.147154,0.01,"Top Layer",,,
SDADC11,31.138479,16.413934,31.385574,16.166839,0.01,"Top Layer",,,
SDADC12,31.152398,16.427853,31.393727,16.186524,0.01,"Top Layer",,,
SDADC13,31.166318,16.441773,31.401881,16.206209,0.01,"Top Layer",,,
SDADC34,31.208076,16.775839,31.485662,17.053425,0.01,"Top Layer",,,
SDADC34,31.50158,17.097612,31.516414,17.097612,0.01,"Top Layer",,,
SDADC34,31.516414,17.097612,31.516597,17.097795,0.01,"Top Layer",,,
SDADC34,31.485662,17.081694,31.50158,17.097612,0.01,"Top Layer",,,
SDADC34,31.485662,17.053425,31.485662,17.081694,0.01,"Top Layer",,,
SDADC35,31.465566,17.091223,31.511508,17.137165,0.01,"Top Layer",,,
SDADC35,31.511508,17.137165,31.662244,17.137165,0.01,"Top Layer",,,
SDADC35,31.194157,16.789758,31.465566,17.061167,0.01,"Top Layer",,,
SDADC36,31.180237,16.803678,31.444066,17.067506,0.01,"Top Layer",,,
SDADC36,31.444066,17.067506,31.444066,17.158391,0.01,"Top Layer",,,
SDADC35,31.465566,17.061167,31.465566,17.091223,0.01,"Top Layer",,,
SDADC36,31.444066,17.158391,31.50158,17.215905,0.01,"Top Layer",,,
SDADC36,31.50158,17.215905,31.662244,17.215905,0.01,"Top Layer",,,
SDADC37,31.166318,16.817597,31.426026,17.077305,0.01,"Top Layer",,,
SDADC37,31.426026,17.077305,31.426026,17.102386,0.01,"Top Layer",,,
SDADC37,31.426192,17.102386,31.426192,17.193749,0.01,"Top Layer",,,
SDADC37,31.487718,17.255275,31.662244,17.255275,0.01,"Top Layer",,,
SDADC37,31.426192,17.193749,31.487718,17.255275,0.01,"Top Layer",,,
SDADC34,31.516597,17.097795,31.662244,17.097795,0.01,"Top Layer",,,
SDADC33,31.459446,16.99937,31.662244,16.99937,0.01,"Top Layer",,,
SDADC33,31.221996,16.761919,31.459446,16.99937,0.01,"Top Layer",,,
SDADC32,31.447915,16.96,31.662244,16.96,0.01,"Top Layer",,,
SDADC32,31.235915,16.748,31.447915,16.96,0.01,"Top Layer",,,
SDADC31,31.397014,16.88126,31.662244,16.88126,0.01,"Top Layer",,,
SDADC31,31.249835,16.734081,31.397014,16.88126,0.01,"Top Layer",,,
Unconnected_Net,28.437992,14.802792,33.437992,14.802792,0,"Top Layer",,,
Unconnected_Net,33.437992,14.802792,33.438139,14.802652,0,"Top Layer",,,
Unconnected_Net,33.438139,14.802652,33.438139,18.227849,0,"Top Layer",,,
Unconnected_Net,33.438139,18.227849,33.438037,18.227777,0,"Top Layer",,,
Unconnected_Net,33.438037,18.227777,28.438037,18.227777,0,"Top Layer",,,
Unconnected_Net,28.438037,18.227777,28.437812,18.228163,0,"Top Layer",,,
Unconnected_Net,28.437812,18.228163,28.437992,14.802792,0,"Top Layer",,,
Unconnected_Net,28.437992,14.802792,33.437992,14.802792,0,"Bottom Layer",,,
Unconnected_Net,33.437992,14.802792,33.438139,14.802652,0,"Bottom Layer",,,
Unconnected_Net,33.438139,14.802652,33.438139,18.227849,0,"Bottom Layer",,,
Unconnected_Net,33.438139,18.227849,33.438037,18.227777,0,"Bottom Layer",,,
Unconnected_Net,33.438037,18.227777,28.438037,18.227777,0,"Bottom Layer",,,
Unconnected_Net,28.438037,18.227777,28.437812,18.228163,0,"Bottom Layer",,,
Unconnected_Net,28.437812,18.228163,28.437992,14.802792,0,"Bottom Layer",,,
